2020,mascot,nsw
2020,sydney domestic airport,nsw
2020,sydney international airport,nsw
2021,centennial park,nsw
2021,moore park,nsw
2021,paddington,nsw
2022,bondi junction,nsw
2022,queens park,nsw
2023,bellevue hill,nsw
2024,bronte,nsw
2024,waverley,nsw
2025,woollahra,nsw
2026,bondi,nsw
2026,bondi beach,nsw
2026,north bondi,nsw
2026,tamarama,nsw
2027,darling point,nsw
2027,edgecliff,nsw
2027,point piper,nsw
2028,double bay,nsw
2029,rose bay,nsw
2030,dover heights,nsw
2030,rose bay north,nsw
2030,vaucluse,nsw
2030,watsons bay,nsw
2031,clovelly,nsw
2031,clovelly west,nsw
2031,randwick,nsw
2031,st pauls,nsw
2032,daceyville,nsw
2032,kingsford,nsw
2033,kensington,nsw
2034,coogee,nsw
2034,south coogee,nsw
2035,maroubra,nsw
2035,maroubra south,nsw
2035,pagewood,nsw
2036,chifley,nsw
2036,eastgardens,nsw
2036,hillsdale,nsw
2036,la perouse,nsw
2036,little bay,nsw
2036,malabar,nsw
2036,matraville,nsw
2036,phillip bay,nsw
2036,port botany,nsw
2037,forest lodge,nsw
2037,glebe,nsw
2038,annandale,nsw
2039,rozelle,nsw
2040,leichhardt,nsw
2040,lilyfield,nsw
2041,balmain,nsw
2041,balmain east,nsw
2041,birchgrove,nsw
2042,enmore,nsw
2042,newtown,nsw
2043,erskineville,nsw
2044,st peters,nsw
2044,sydenham,nsw
2044,tempe,nsw
2045,haberfield,nsw
2046,abbotsford,nsw
2046,canada bay,nsw
2046,chiswick,nsw
2046,five dock,nsw
2046,rodd point,nsw
2046,russell lea,nsw
2046,wareemba,nsw
2047,drummoyne,nsw
2048,stanmore,nsw
2048,westgate,nsw
2049,lewisham,nsw
2049,petersham,nsw
2049,petersham north,nsw
2050,camperdown,nsw
2050,missenden road,nsw
2052,unsw sydney,nsw
2057,chatswood,nsw
2059,north sydney,nsw
2060,lavender bay,nsw
2060,mcmahons point,nsw
2060,north sydney,nsw
2060,north sydney shoppingworld,nsw
2060,waverton,nsw
2061,kirribilli,nsw
2061,milsons point,nsw
2062,cammeray,nsw
2063,northbridge,nsw
2064,artarmon,nsw
2065,crows nest,nsw
2065,greenwich,nsw
2065,naremburn,nsw
2065,royal north shore hospital,nsw
2065,st leonards,nsw
2065,wollstonecraft,nsw
2066,lane cove,nsw
2066,lane cove north,nsw
2066,lane cove west,nsw
2066,linley point,nsw
2066,longueville,nsw
2066,northwood,nsw
2066,riverview,nsw
2067,chatswood,nsw
2067,chatswood west,nsw
2068,castlecrag,nsw
2068,middle cove,nsw
2068,north willoughby,nsw
2068,willoughby,nsw
2068,willoughby east,nsw
2068,willoughby north,nsw
2069,castle cove,nsw
2069,roseville,nsw
2069,roseville chase,nsw
2070,east lindfield,nsw
2070,lindfield,nsw
2070,lindfield west,nsw
2071,east killara,nsw
2071,killara,nsw
2072,gordon,nsw
2073,pymble,nsw
2073,west pymble,nsw
2074,north turramurra,nsw
2074,south turramurra,nsw
2074,turramurra,nsw
2074,warrawee,nsw
2075,st ives,nsw
2075,st ives chase,nsw
2076,normanhurst,nsw
2076,north wahroonga,nsw
2076,wahroonga,nsw
2077,asquith,nsw
2077,hornsby,nsw
2077,hornsby heights,nsw
2077,waitara,nsw
2079,mount colah,nsw
2080,mount kuring-gai,nsw
2081,berowra,nsw
2081,cowan,nsw
2082,berowra creek,nsw
2082,berowra heights,nsw
2082,berowra waters,nsw
2083,bar point,nsw
2083,brooklyn,nsw
2083,cheero point,nsw
2083,cogra bay,nsw
2083,dangar island,nsw
2083,milsons passage,nsw
2083,mooney mooney,nsw
2084,cottage point,nsw
2084,duffys forest,nsw
2084,terrey hills,nsw
2085,belrose,nsw
2085,belrose west,nsw
2085,davidson,nsw
2086,frenchs forest,nsw
2087,forestville,nsw
2087,killarney heights,nsw
2088,mosman,nsw
2088,spit junction,nsw
2089,kurraba point,nsw
2089,neutral bay,nsw
2089,neutral bay junction,nsw
2090,cremorne,nsw
2090,cremorne junction,nsw
2090,cremorne point,nsw
2092,seaforth,nsw
2093,balgowlah,nsw
2093,balgowlah heights,nsw
2093,clontarf,nsw
2093,manly vale,nsw
2093,north balgowlah,nsw
2094,fairlight,nsw
2095,manly,nsw
2095,manly east,nsw
2096,curl curl,nsw
2096,freshwater,nsw
2096,queenscliff,nsw
2097,collaroy,nsw
2097,collaroy beach,nsw
2097,collaroy plateau,nsw
2097,wheeler heights,nsw
2099,cromer,nsw
2099,dee why,nsw
2099,narraweena,nsw
2099,north curl curl,nsw
2100,allambie heights,nsw
2100,beacon hill,nsw
2100,brookvale,nsw
2100,north manly,nsw
2100,oxford falls,nsw
2100,warringah mall,nsw
2101,elanora heights,nsw
2101,ingleside,nsw
2101,narrabeen,nsw
2101,north narrabeen,nsw
2102,warriewood,nsw
2102,warriewood shopping square,nsw
2103,mona vale,nsw
2104,bayview,nsw
2105,church point,nsw
2105,elvina bay,nsw
2105,lovett bay,nsw
2105,mccarrs creek,nsw
2105,morning bay,nsw
2105,scotland island,nsw
2106,newport,nsw
2106,newport beach,nsw
2107,avalon beach,nsw
2107,bilgola beach,nsw
2107,bilgola plateau,nsw
2107,clareville,nsw
2107,whale beach,nsw
2108,coasters retreat,nsw
2108,currawong beach,nsw
2108,great mackerel beach,nsw
2108,palm beach,nsw
2109,macquarie university,nsw
2110,hunters hill,nsw
2110,woolwich,nsw
2111,boronia park,nsw
2111,gladesville,nsw
2111,henley,nsw
2111,huntleys cove,nsw
2111,huntleys point,nsw
2111,monash park,nsw
2111,tennyson point,nsw
2112,denistone east,nsw
2112,putney,nsw
2112,ryde,nsw
2113,east ryde,nsw
2113,macquarie centre,nsw
2113,macquarie park,nsw
2113,north ryde,nsw
2114,denistone,nsw
2114,denistone west,nsw
2114,meadowbank,nsw
2114,melrose park,nsw
2114,west ryde,nsw
2115,ermington,nsw
2116,rydalmere,nsw
2117,dundas,nsw
2117,dundas valley,nsw
2117,oatlands,nsw
2117,telopea,nsw
2118,carlingford,nsw
2118,carlingford court,nsw
2118,carlingford north,nsw
2118,kingsdene,nsw
2119,beecroft,nsw
2119,cheltenham,nsw
2120,pennant hills,nsw
2120,thornleigh,nsw
2120,westleigh,nsw
2121,epping,nsw
2121,north epping,nsw
2122,eastwood,nsw
2122,marsfield,nsw
2123,parramatta,nsw
2124,parramatta,nsw
2125,west pennant hills,nsw
2126,cherrybrook,nsw
2127,newington,nsw
2127,sydney olympic park,nsw
2127,wentworth point,nsw
2128,silverwater,nsw
2129,sydney markets,nsw
2130,summer hill,nsw
2131,ashfield,nsw
2132,croydon,nsw
2133,croydon park,nsw
2133,enfield south,nsw
2134,burwood,nsw
2134,burwood north,nsw
2135,strathfield,nsw
2136,burwood heights,nsw
2136,enfield,nsw
2136,strathfield south,nsw
2137,breakfast point,nsw
2137,cabarita,nsw
2137,concord,nsw
2137,mortlake,nsw
2137,north strathfield,nsw
2138,concord west,nsw
2138,liberty grove,nsw
2138,rhodes,nsw
2140,homebush,nsw
2140,homebush south,nsw
2140,homebush west,nsw
2141,berala,nsw
2141,lidcombe,nsw
2141,lidcombe north,nsw
2142,blaxcell,nsw
2142,camellia,nsw
2142,clyde,nsw
2142,granville,nsw
2142,holroyd,nsw
2142,rosehill,nsw
2142,south granville,nsw
2143,birrong,nsw
2143,potts hill,nsw
2143,regents park,nsw
2144,auburn,nsw
2145,constitution hill,nsw
2145,girraween,nsw
2145,greystanes,nsw
2145,mays hill,nsw
2145,pemulwuy,nsw
2145,pendle hill,nsw
2145,south wentworthville,nsw
2145,wentworthville,nsw
2145,westmead,nsw
2146,old toongabbie,nsw
2146,toongabbie,nsw
2146,toongabbie east,nsw
2147,kings langley,nsw
2147,lalor park,nsw
2147,seven hills,nsw
2148,arndell park,nsw
2148,blacktown,nsw
2148,huntingwood,nsw
2148,kings park,nsw
2148,marayong,nsw
2148,prospect,nsw
2150,harris park,nsw
2150,parramatta,nsw
2150,parramatta westfield,nsw
2151,north parramatta,nsw
2151,north rocks,nsw
2152,northmead,nsw
2153,baulkham hills,nsw
2153,bella vista,nsw
2153,winston hills,nsw
2154,castle hill,nsw
2155,beaumont hills,nsw
2155,kellyville,nsw
2155,kellyville ridge,nsw
2155,rouse hill,nsw
2156,annangrove,nsw
2156,glenhaven,nsw
2156,kenthurst,nsw
2157,canoelands,nsw
2157,forest glen,nsw
2157,glenorie,nsw
2158,dural,nsw
2158,middle dural,nsw
2158,round corner,nsw
2159,arcadia,nsw
2159,berrilee,nsw
2159,fiddletown,nsw
2159,galston,nsw
2160,merrylands,nsw
2160,merrylands west,nsw
2161,guildford,nsw
2161,guildford west,nsw
2161,old guildford,nsw
2161,yennora,nsw
2162,chester hill,nsw
2162,sefton,nsw
2163,carramar,nsw
2163,lansdowne,nsw
2163,villawood,nsw
2164,smithfield,nsw
2164,smithfield west,nsw
2164,wetherill park,nsw
2164,woodpark,nsw
2165,fairfield,nsw
2165,fairfield east,nsw
2165,fairfield heights,nsw
2165,fairfield west,nsw
2166,cabramatta,nsw
2166,cabramatta west,nsw
2166,canley heights,nsw
2166,canley vale,nsw
2166,lansvale,nsw
2167,glenfield,nsw
2168,ashcroft,nsw
2168,busby,nsw
2168,cartwright,nsw
2168,green valley,nsw
2168,heckenberg,nsw
2168,hinchinbrook,nsw
2168,miller,nsw
2168,sadleir,nsw
2170,casula,nsw
2170,casula mall,nsw
2170,chipping norton,nsw
2170,hammondville,nsw
2170,liverpool,nsw
2170,liverpool westfield,nsw
2170,lurnea,nsw
2170,moorebank,nsw
2170,mount pritchard,nsw
2170,prestons,nsw
2170,warwick farm,nsw
2171,carnes hill,nsw
2171,cecil hills,nsw
2171,elizabeth hills,nsw
2171,horningsea park,nsw
2171,hoxton park,nsw
2171,len waters estate,nsw
2171,middleton grange,nsw
2171,west hoxton,nsw
2172,pleasure point,nsw
2172,sandy point,nsw
2172,voyager point,nsw
2173,holsworthy,nsw
2173,wattle grove,nsw
2174,edmondson park,nsw
2175,horsley park,nsw
2176,abbotsbury,nsw
2176,bossley park,nsw
2176,edensor park,nsw
2176,greenfield park,nsw
2176,prairiewood,nsw
2176,st johns park,nsw
2176,wakeley,nsw
2177,bonnyrigg,nsw
2177,bonnyrigg heights,nsw
2178,cecil park,nsw
2178,kemps creek,nsw
2178,mount vernon,nsw
2179,austral,nsw
2179,leppington,nsw
2190,chullora,nsw
2190,greenacre,nsw
2190,mount lewis,nsw
2191,belfield,nsw
2192,belmore,nsw
2193,ashbury,nsw
2193,canterbury,nsw
2193,hurlstone park,nsw
2194,campsie,nsw
2195,lakemba,nsw
2195,wiley park,nsw
2196,punchbowl,nsw
2196,roselands,nsw
2197,bass hill,nsw
2198,georges hall,nsw
2199,yagoona,nsw
2200,bankstown,nsw
2200,bankstown aerodrome,nsw
2200,bankstown square,nsw
2200,condell park,nsw
2200,manahan,nsw
2203,dulwich hill,nsw
2204,marrickville,nsw
2204,marrickville metro,nsw
2204,marrickville south,nsw
2205,arncliffe,nsw
2205,turrella,nsw
2205,wolli creek,nsw
2206,clemton park,nsw
2206,earlwood,nsw
2207,bardwell park,nsw
2207,bardwell valley,nsw
2207,bexley,nsw
2207,bexley north,nsw
2207,bexley south,nsw
2208,kingsgrove,nsw
2208,kingsway west,nsw
2209,beverly hills,nsw
2209,narwee,nsw
2210,lugarno,nsw
2210,peakhurst,nsw
2210,peakhurst heights,nsw
2210,riverwood,nsw
2211,padstow,nsw
2211,padstow heights,nsw
2212,revesby,nsw
2212,revesby heights,nsw
2212,revesby north,nsw
2213,east hills,nsw
2213,panania,nsw
2213,picnic point,nsw
2214,milperra,nsw
2216,banksia,nsw
2216,brighton-le-sands,nsw
2216,kyeemagh,nsw
2216,rockdale,nsw
2217,beverley park,nsw
2217,kogarah,nsw
2217,kogarah bay,nsw
2217,monterey,nsw
2217,ramsgate,nsw
2217,ramsgate beach,nsw
2218,allawah,nsw
2218,carlton,nsw
2219,dolls point,nsw
2219,sandringham,nsw
2219,sans souci,nsw
2220,hurstville,nsw
2220,hurstville grove,nsw
2221,blakehurst,nsw
2221,carss park,nsw
2221,connells point,nsw
2221,kyle bay,nsw
2221,south hurstville,nsw
2222,penshurst,nsw
2223,mortdale,nsw
2223,oatley,nsw
2224,kangaroo point,nsw
2224,sylvania,nsw
2224,sylvania southgate,nsw
2224,sylvania waters,nsw
2225,oyster bay,nsw
2226,bonnet bay,nsw
2226,como,nsw
2226,jannali,nsw
2227,gymea,nsw
2227,gymea bay,nsw
2228,miranda,nsw
2228,yowie bay,nsw
2229,caringbah,nsw
2229,caringbah south,nsw
2229,dolans bay,nsw
2229,lilli pilli,nsw
2229,port hacking,nsw
2229,taren point,nsw
2230,bundeena,nsw
2230,burraneer,nsw
2230,cronulla,nsw
2230,greenhills beach,nsw
2230,maianbar,nsw
2230,woolooware,nsw
2231,kurnell,nsw
2232,grays point,nsw
2232,kareela,nsw
2232,kirrawee,nsw
2232,loftus,nsw
2232,sutherland,nsw
2232,woronora,nsw
2233,engadine,nsw
2233,heathcote,nsw
2233,waterfall,nsw
2233,woronora heights,nsw
2233,yarrawarrah,nsw
2234,alfords point,nsw
2234,bangor,nsw
2234,barden ridge,nsw
2234,illawong,nsw
2234,lucas heights,nsw
2234,menai,nsw
2234,menai central,nsw
2250,bucketty,nsw
2250,calga,nsw
2250,central mangrove,nsw
2250,east gosford,nsw
2250,erina,nsw
2250,erina fair,nsw
2250,glenworth valley,nsw
2250,gosford,nsw
2250,greengrove,nsw
2250,holgate,nsw
2250,kariong,nsw
2250,kulnura,nsw
2250,lisarow,nsw
2250,lower mangrove,nsw
2250,mangrove creek,nsw
2250,mangrove mountain,nsw
2250,matcham,nsw
2250,mooney mooney creek,nsw
2250,mount elliot,nsw
2250,mount white,nsw
2250,narara,nsw
2250,niagara park,nsw
2250,north gosford,nsw
2250,peats ridge,nsw
2250,point clare,nsw
2250,point frederick,nsw
2250,somersby,nsw
2250,springfield,nsw
2250,tascott,nsw
2250,ten mile hollow,nsw
2250,upper mangrove,nsw
2250,wendoree park,nsw
2250,west gosford,nsw
2250,wyoming,nsw
2251,avoca beach,nsw
2251,bensville,nsw
2251,bouddi,nsw
2251,copacabana,nsw
2251,davistown,nsw
2251,green point,nsw
2251,kincumber,nsw
2251,kincumber south,nsw
2251,macmasters beach,nsw
2251,picketts valley,nsw
2251,saratoga,nsw
2251,yattalunga,nsw
2256,blackwall,nsw
2256,horsfield bay,nsw
2256,koolewong,nsw
2256,little wobby,nsw
2256,patonga,nsw
2256,pearl beach,nsw
2256,phegans bay,nsw
2256,wondabyne,nsw
2256,woy woy,nsw
2256,woy woy bay,nsw
2257,booker bay,nsw
2257,box head,nsw
2257,daleys point,nsw
2257,empire bay,nsw
2257,ettalong beach,nsw
2257,hardys bay,nsw
2257,killcare,nsw
2257,killcare heights,nsw
2257,pretty beach,nsw
2257,st huberts island,nsw
2257,umina beach,nsw
2257,wagstaffe,nsw
2258,fountaindale,nsw
2258,kangy angy,nsw
2258,ourimbah,nsw
2258,palm grove,nsw
2258,palmdale,nsw
2259,alison,nsw
2259,bushells ridge,nsw
2259,cedar brush creek,nsw
2259,chain valley bay,nsw
2259,crangan bay,nsw
2259,dooralong,nsw
2259,durren durren,nsw
2259,frazer park,nsw
2259,freemans,nsw
2259,gwandalan,nsw
2259,halloran,nsw
2259,hamlyn terrace,nsw
2259,jilliby,nsw
2259,kanwal,nsw
2259,kiar,nsw
2259,kingfisher shores,nsw
2259,lake munmorah,nsw
2259,lemon tree,nsw
2259,little jilliby,nsw
2259,mannering park,nsw
2259,mardi,nsw
2259,moonee,nsw
2259,point wolstoncroft,nsw
2259,ravensdale,nsw
2259,rocky point,nsw
2259,summerland point,nsw
2259,tacoma,nsw
2259,tacoma south,nsw
2259,tuggerah,nsw
2259,tuggerawong,nsw
2259,wadalba,nsw
2259,wallarah,nsw
2259,warnervale,nsw
2259,watanobbi,nsw
2259,woongarrah,nsw
2259,wybung,nsw
2259,wyee,nsw
2259,wyee point,nsw
2259,wyong,nsw
2259,wyong creek,nsw
2259,wyongah,nsw
2259,yarramalong,nsw
2260,erina heights,nsw
2260,forresters beach,nsw
2260,north avoca,nsw
2260,terrigal,nsw
2260,wamberal,nsw
2261,bateau bay,nsw
2261,bay village,nsw
2261,berkeley vale,nsw
2261,blue bay,nsw
2261,chittaway bay,nsw
2261,chittaway point,nsw
2261,glenning valley,nsw
2261,killarney vale,nsw
2261,long jetty,nsw
2261,magenta,nsw
2261,shelly beach,nsw
2261,the entrance,nsw
2261,the entrance north,nsw
2261,toowoon bay,nsw
2261,tumbi umbi,nsw
2262,blue haven,nsw
2262,budgewoi,nsw
2262,budgewoi peninsula,nsw
2262,buff point,nsw
2262,colongra,nsw
2262,doyalson,nsw
2262,doyalson north,nsw
2262,halekulani,nsw
2262,san remo,nsw
2263,canton beach,nsw
2263,charmhaven,nsw
2263,gorokan,nsw
2263,lake haven,nsw
2263,norah head,nsw
2263,noraville,nsw
2263,toukley,nsw
2264,balcolyn,nsw
2264,bonnells bay,nsw
2264,brightwaters,nsw
2264,dora creek,nsw
2264,eraring,nsw
2264,mandalong,nsw
2264,mirrabooka,nsw
2264,morisset,nsw
2264,morisset park,nsw
2264,myuna bay,nsw
2264,silverwater,nsw
2264,sunshine,nsw
2264,windermere park,nsw
2264,yarrawonga park,nsw
2265,cooranbong,nsw
2265,martinsville,nsw
2267,wangi wangi,nsw
2278,barnsley,nsw
2278,killingworth,nsw
2278,wakefield,nsw
2280,belmont,nsw
2280,belmont north,nsw
2280,belmont south,nsw
2280,croudace bay,nsw
2280,floraville,nsw
2280,jewells,nsw
2280,marks point,nsw
2280,valentine,nsw
2281,blacksmiths,nsw
2281,cams wharf,nsw
2281,catherine hill bay,nsw
2281,caves beach,nsw
2281,little pelican,nsw
2281,murrays beach,nsw
2281,nords wharf,nsw
2281,pelican,nsw
2281,pinny beach,nsw
2281,swansea,nsw
2281,swansea heads,nsw
2282,eleebana,nsw
2282,lakelands,nsw
2282,warners bay,nsw
2283,arcadia vale,nsw
2283,awaba,nsw
2283,balmoral,nsw
2283,blackalls park,nsw
2283,bolton point,nsw
2283,buttaba,nsw
2283,carey bay,nsw
2283,coal point,nsw
2283,fassifern,nsw
2283,fennell bay,nsw
2283,fishing point,nsw
2283,kilaben bay,nsw
2283,rathmines,nsw
2283,ryhope,nsw
2283,toronto,nsw
2284,argenton,nsw
2284,boolaroo,nsw
2284,booragul,nsw
2284,marmong point,nsw
2284,speers point,nsw
2284,teralba,nsw
2284,woodrising,nsw
2285,cameron park,nsw
2285,cardiff,nsw
2285,cardiff heights,nsw
2285,cardiff south,nsw
2285,edgeworth,nsw
2285,glendale,nsw
2285,macquarie hills,nsw
2286,holmesville,nsw
2286,seahampton,nsw
2286,west wallsend,nsw
2287,birmingham gardens,nsw
2287,elermore vale,nsw
2287,fletcher,nsw
2287,maryland,nsw
2287,minmi,nsw
2287,rankin park,nsw
2287,wallsend,nsw
2287,wallsend south,nsw
2289,adamstown,nsw
2289,adamstown heights,nsw
2289,garden suburb,nsw
2289,highfields,nsw
2289,kotara,nsw
2289,kotara south,nsw
2290,bennetts green,nsw
2290,charlestown,nsw
2290,dudley,nsw
2290,gateshead,nsw
2290,hillsborough,nsw
2290,kahibah,nsw
2290,mount hutton,nsw
2290,redhead,nsw
2290,tingira heights,nsw
2290,whitebridge,nsw
2291,merewether,nsw
2291,merewether heights,nsw
2291,the junction,nsw
2292,broadmeadow,nsw
2292,hamilton north,nsw
2293,maryville,nsw
2293,wickham,nsw
2294,carrington,nsw
2295,fern bay,nsw
2295,stockton,nsw
2296,islington,nsw
2297,tighes hill,nsw
2298,georgetown,nsw
2298,waratah,nsw
2298,waratah west,nsw
2299,jesmond,nsw
2299,lambton,nsw
2299,north lambton,nsw
2300,bar beach,nsw
2300,cooks hill,nsw
2300,newcastle,nsw
2300,newcastle east,nsw
2300,the hill,nsw
2302,newcastle west,nsw
2303,hamilton,nsw
2303,hamilton east,nsw
2303,hamilton south,nsw
2304,kooragang,nsw
2304,mayfield,nsw
2304,mayfield east,nsw
2304,mayfield north,nsw
2304,mayfield west,nsw
2304,sandgate,nsw
2304,warabrook,nsw
2305,kotara east,nsw
2305,new lambton,nsw
2305,new lambton heights,nsw
2306,windale,nsw
2307,shortland,nsw
2308,callaghan,nsw
2308,newcastle university,nsw
2309,dangar,nsw
2310,hunter region mc,nsw
2311,allynbrook,nsw
2311,bingleburra,nsw
2311,carrabolla,nsw
2311,east gresford,nsw
2311,eccleston,nsw
2311,gresford,nsw
2311,halton,nsw
2311,lewinsbrook,nsw
2311,lostock,nsw
2311,mount rivers,nsw
2311,upper allyn,nsw
2312,minimbah,nsw
2312,nabiac,nsw
2314,williamtown raaf,nsw
2315,corlette,nsw
2315,fingal bay,nsw
2315,nelson bay,nsw
2315,shoal bay,nsw
2316,anna bay,nsw
2316,boat harbour,nsw
2316,bobs farm,nsw
2316,fishermans bay,nsw
2316,one mile,nsw
2316,taylors beach,nsw
2317,salamander bay,nsw
2317,soldiers point,nsw
2318,campvale,nsw
2318,ferodale,nsw
2318,fullerton cove,nsw
2318,medowie,nsw
2318,oyster cove,nsw
2318,salt ash,nsw
2318,williamtown,nsw
2319,lemon tree passage,nsw
2319,mallabula,nsw
2319,tanilba bay,nsw
2319,tilligerry creek,nsw
2320,aberglasslyn,nsw
2320,allandale,nsw
2320,anambah,nsw
2320,bolwarra,nsw
2320,bolwarra heights,nsw
2320,farley,nsw
2320,glen oak,nsw
2320,gosforth,nsw
2320,hillsborough,nsw
2320,horseshoe bend,nsw
2320,keinbah,nsw
2320,largs,nsw
2320,lorn,nsw
2320,louth park,nsw
2320,maitland,nsw
2320,maitland north,nsw
2320,maitland vale,nsw
2320,melville,nsw
2320,mindaribba,nsw
2320,mount dee,nsw
2320,oakhampton,nsw
2320,oakhampton heights,nsw
2320,pokolbin,nsw
2320,rosebrook,nsw
2320,rothbury,nsw
2320,rutherford,nsw
2320,south maitland,nsw
2320,telarah,nsw
2320,wallalong,nsw
2320,windella,nsw
2321,berry park,nsw
2321,butterwick,nsw
2321,clarence town,nsw
2321,cliftleigh,nsw
2321,duckenfield,nsw
2321,duns creek,nsw
2321,gillieston heights,nsw
